VehicleSpeedInstantaneous,VehicleSpeedAverage,VehicleSpeedVariation,EngineLoad,EngineCoolantTemperature,ManifoldAbsolutePressure,EngineRPM,MassAirFlow,IntakeAirTemperature,FuelConsumptionAverage,RoadSurface,Traffic,DrivingStyle
0,0.00,0,32,79,102,771,9.36,39,23.33,2,3,1
0,0.00,0,32,79,102,770,9.38,39,23.33,2,3,1
0,0.00,0,32,79,102,770,9.38,39,23.33,2,3,1
0,0.00,0,32,79,102,769,9.33,39,23.33,2,3,1
0,0.00,0,32,79,102,767,9.30,39,23.33,2,3,1
0,0.00,0,32,80,102,772,9.36,40,23.33,2,3,1
0,0.00,0,32,80,102,772,9.36,40,23.33,2,3,1
0,0.00,0,32,80,102,770,9.33,40,23.33,2,3,1
0,0.00,0,32,80,102,768,9.41,40,23.33,2,3,1
0,0.00,0,32,79,102,769,9.47,40,23.33,2,3,1
0,0.00,0,32,79,102,768,9.49,40,23.33,2,3,1
0,0.00,0,32,79,102,768,9.44,40,23.33,2,3,1
0,0.00,0,32,79,102,814,9.77,39,23.33,2,3,1
0,0.00,0,32,79,102,774,9.41,39,23.33,2,3,1
0,0.00,0,32,79,102,773,9.41,39,23.33,2,3,1
0,0.00,0,32,79,102,773,9.41,39,23.33,2,3,1
0,0.00,0,32,79,102,772,9.47,39,23.33,2,3,1
0,0.00,0,32,79,102,772,9.38,39,23.33,2,3,1
0,0.00,0,32,79,102,772,9.38,39,23.33,2,3,1
0,0.00,0,32,79,102,771,9.44,39,23.33,2,3,1
0,0.00,0,32,79,102,771,9.27,39,23.33,2,3,1
0,0.00,0,32,79,102,770,9.41,39,23.33,2,3,1
0,0.00,0,32,79,102,770,9.36,39,23.33,2,3,1
0,0.00,0,32,79,102,770,9.16,39,23.33,2,3,1
0,0.00,0,32,79,102,769,9.38,39,23.33,2,3,1
0,0.00,0,32,79,102,769,9.27,39,23.33,2,3,1
0,0.00,0,32,79,102,768,9.41,39,23.33,2,3,1
0,0.00,0,31,80,102,770,9.44,40,23.33,2,3,1
0,0.00,0,31,80,102,768,9.19,40,23.33,2,3,1
0,0.00,0,31,80,102,766,9.33,40,23.33,2,3,1
0,0.00,0,31,79,102,770,9.52,40,23.33,2,3,1
0,0.00,0,31,79,102,770,9.38,40,23.33,2,3,1
0,0.00,0,31,79,102,768,9.30,40,23.33,2,3,1
0,0.00,0,31,79,102,771,9.33,39,23.33,2,3,1
0,0.00,0,31,79,102,771,9.30,39,23.33,2,3,1
0,0.00,0,31,79,102,770,9.38,39,23.33,2,3,1
0,0.00,0,31,79,102,770,9.38,39,23.33,2,3,1
0,0.00,0,31,79,102,769,9.55,39,23.33,2,3,1
0,0.00,0,31,79,102,769,9.41,39,23.33,2,3,1
0,0.00,0,31,79,102,769,9.41,39,23.33,2,3,1
0,0.00,0,31,79,102,769,9.33,39,23.33,2,3,1
0,0.00,0,31,79,102,768,9.55,39,23.33,2,3,1
0,0.00,0,31,79,102,768,9.33,39,23.33,2,3,1
0,0.00,0,31,79,102,768,9.27,39,23.33,2,3,1
0,0.00,0,31,79,102,768,9.36,40,23.33,2,3,1
0,0.00,0,31,79,102,767,9.33,40,23.33,2,3,1
0,0.00,0,31,79,102,775,9.36,39,23.33,2,3,1
0,0.00,0,30,80,102,771,9.30,40,23.33,2,3,1
0,0.00,0,27,96,102,753,8.58,56,13.66,2,3,1
0,0.00,0,26,96,102,754,8.72,56,13.66,2,3,1
0,0.00,0,26,96,102,753,8.58,56,13.66,2,3,1
0,0.00,0,26,96,102,752,8.58,56,13.66,2,3,1
0,0.00,0,26,96,102,740,8.66,56,13.66,2,3,1
0,0.00,0,26,96,102,751,8.63,56,13.66,2,3,1
0,0.00,0,26,96,102,750,8.77,56,13.66,2,3,1
0,0.00,0,26,96,102,740,8.72,56,13.66,2,3,1
1,0.02,1,28,64,102,806,10.02,35,20.43,3,3,1
1,0.02,1,34,80,103,873,6.83,40,23.38,2,3,1
0,0.03,0,35,71,99,800,5.07,35,24.70,1,1,1
0,0.03,0,25,100,100,801,4.85,38,15.21,1,1,1
0,0.03,0,75,64,102,726,9.38,35,20.44,3,3,1
0,0.03,-1,42,64,102,673,8.69,35,20.43,3,3,1
1,0.03,0,33,64,102,783,9.80,35,20.43,3,3,1
0,0.03,0,65,103,103,695,7.91,45,16.38,2,3,1
0,0.03,0,53,103,103,755,8.19,45,16.35,2,3,1
1,0.03,0,34,80,102,783,5.77,40,23.52,2,3,1
0,0.03,0,33,82,101,816,8.33,37,20.06,1,2,1
0,0.04,0,26,100,100,802,4.82,37,16.44,1,1,1
0,0.04,0,35,64,102,786,9.83,34,20.48,3,3,1
0,0.04,0,26,103,103,750,8.77,45,16.35,2,3,1
1,0.04,1,73,103,103,729,9.44,45,16.47,2,2,1
0,0.05,0,29,98,100,752,4.88,38,19.07,1,3,1
0,0.05,0,37,97,102,852,7.22,31,21.96,1,1,1
2,0.06,2,35,64,103,961,9.38,35,20.44,3,3,1
0,0.06,0,96,80,104,696,6.86,41,23.79,2,3,1
0,0.06,0,84,80,102,641,4.97,41,23.68,2,3,1
0,0.06,0,39,80,102,717,5.24,40,23.68,2,3,1
0,0.06,0,36,80,102,768,5.36,40,23.68,2,3,1
0,0.06,0,35,80,102,794,5.36,41,23.68,2,3,1
0,0.06,0,35,80,102,641,5.36,41,23.68,2,3,1
0,0.06,0,35,80,102,770,5.24,40,23.68,2,3,1
0,0.06,0,35,80,102,770,5.33,40,23.68,2,3,1
0,0.06,0,35,80,102,768,5.19,40,23.68,2,3,1
0,0.06,0,35,80,102,777,5.38,41,23.68,2,3,1
0,0.06,0,34,80,102,771,5.27,40,23.68,2,3,1
0,0.06,0,34,80,102,771,5.24,40,23.68,2,3,1
0,0.06,0,34,80,102,769,5.24,40,23.68,2,3,1
0,0.06,0,34,80,102,770,5.16,40,23.68,2,3,1
0,0.06,0,26,96,102,753,8.72,56,13.66,2,3,1
0,0.06,-2,35,80,102,771,5.38,40,23.68,2,3,1
2,0.06,1,35,80,102,770,5.52,40,23.68,2,3,1
4,0.06,4,64,96,102,891,8.08,56,13.71,2,3,1
0,0.07,0,26,103,103,755,8.74,45,16.35,2,3,1
5,0.08,5,60,96,104,953,13.41,53,9.93,2,1,1
0,0.08,0,28,97,100,811,4.49,43,21.71,1,1,1
0,0.08,0,36,71,99,807,4.88,35,24.70,1,1,1
3,0.09,2,73,103,104,1175,12.97,45,16.55,2,2,1
0,0.09,0,45,97,101,1114,11.37,39,17.93,1,3,1
6,0.10,6,26,98,100,860,4.78,39,19.03,1,3,1
0,0.10,0,34,64,102,787,9.77,34,20.48,3,3,1
3,0.10,3,0,80,104,1298,18.80,41,23.89,2,3,1
0,0.11,0,53,82,98,1133,5.93,36,19.97,1,2,1
6,0.11,6,27,83,100,1009,9.12,35,20.17,1,2,1
0,0.11,0,26,100,100,802,4.88,38,15.21,1,1,1
7,0.11,7,38,100,104,1361,14.65,40,15.28,1,1,1
7,0.12,7,45,71,107,1668,22.80,40,24.90,1,1,1
4,0.12,2,35,64,102,968,7.97,35,20.43,3,3,1
0,0.12,0,49,98,100,789,4.58,39,19.07,1,3,1
7,0.12,7,41,97,103,1162,8.33,32,22.06,1,1,1
6,0.13,6,44,97,108,1767,24.92,42,18.08,1,3,1
0,0.13,0,82,96,104,658,7.66,53,9.89,2,1,1
0,0.13,0,26,103,103,751,8.63,45,16.35,2,3,1
8,0.14,8,33,97,116,2154,13.04,47,21.91,1,1,1
0,0.14,0,20,97,104,763,4.61,31,21.94,1,1,1
3,0.14,-3,28,98,100,823,4.61,39,19.03,1,3,1
0,0.15,0,26,96,102,753,8.58,56,13.66,2,3,1
10,0.17,10,47,100,116,2082,30.04,42,16.57,1,1,1
0,0.17,-2,56,98,106,1281,15.35,43,19.04,1,1,1
2,0.17,-1,73,98,100,1287,13.11,39,19.03,1,1,1
0,0.18,0,32,79,102,770,9.24,39,23.33,2,3,1
0,0.18,0,34,64,102,785,9.77,34,20.48,3,3,1
5,0.18,2,50,80,107,1419,12.49,41,23.94,2,3,1
7,0.18,4,74,96,103,1484,15.33,56,13.74,2,3,1
0,0.18,0,18,97,100,832,5.31,39,17.80,1,3,1
0,0.20,0,29,100,100,800,4.78,37,16.44,1,1,1
0,0.21,0,50,82,99,837,4.63,35,19.97,1,2,1
7,0.22,1,30,83,100,1123,6.97,37,20.20,1,2,1
0,0.22,0,26,103,103,748,8.91,45,16.35,2,3,1
7,0.24,4,34,64,102,904,7.13,35,20.38,3,3,1
0,0.24,0,27,98,100,789,4.83,38,19.07,1,3,1
0,0.25,0,31,97,100,794,4.94,43,21.71,1,1,1
0,0.25,0,25,100,100,800,4.70,38,15.21,1,1,1
9,0.25,2,0,100,113,1872,15.07,43,15.29,1,1,1
11,0.25,6,0,96,115,1757,18.63,54,9.98,2,1,1
8,0.26,1,27,97,103,1502,18.13,32,22.14,1,1,1
11,0.27,8,42,103,104,1529,12.83,45,16.66,2,2,1
0,0.27,0,26,96,102,754,8.55,56,13.66,2,3,1
0,0.27,0,29,97,100,787,4.78,37,17.80,1,3,1
6,0.28,2,86,80,103,1049,12.38,41,24.00,2,3,1
0,0.29,0,35,71,99,799,4.80,35,24.70,1,1,1
7,0.29,7,11,98,124,2280,28.66,45,19.07,1,1,1
0,0.29,0,26,97,102,930,11.45,31,21.94,1,1,1
0,0.30,0,35,64,102,786,9.83,34,20.48,3,3,1
4,0.30,2,50,69,101,1000,12.63,37,24.78,3,3,1
12,0.30,7,4,97,119,1173,13.78,43,18.21,1,3,1
12,0.31,5,41,71,128,2000,19.12,41,24.96,1,1,1
2,0.31,0,80,69,102,738,7.22,37,24.81,3,3,1
0,0.32,0,42,97,100,932,6.52,35,24.33,1,1,1
0,0.32,0,34,97,100,831,5.74,36,24.12,1,1,1
0,0.32,0,33,82,99,794,5.24,35,19.97,1,2,1
0,0.33,0,27,97,100,943,5.24,35,23.97,1,1,1
7,0.34,0,24,83,100,1040,6.20,36,20.24,1,2,1
0,0.37,0,25,97,100,859,5.26,35,23.97,1,1,1
8,0.37,4,55,69,102,1403,13.83,37,24.72,3,3,1
8,0.37,1,39,65,102,848,6.49,35,20.33,3,3,1
0,0.37,0,32,79,102,771,9.30,39,23.33,2,3,1
12,0.37,5,29,96,104,1423,14.63,56,13.76,2,3,1
0,0.38,0,27,97,100,802,4.01,37,17.80,1,3,1
15,0.39,7,15,97,111,1153,21.76,47,22.01,1,1,1
0,0.40,0,26,103,103,748,8.69,45,16.35,2,3,1
0,0.41,0,25,98,100,799,4.82,39,19.07,1,3,1
8,0.42,1,57,98,123,1336,16.54,44,19.08,1,1,1
11,0.43,2,46,100,110,1013,7.87,41,15.25,1,1,1
7,0.43,7,22,97,100,953,5.53,34,24.40,1,1,1
0,0.43,0,35,64,102,780,9.94,34,20.48,3,3,1
16,0.44,6,3,100,126,1312,12.32,42,16.58,1,1,1
6,0.44,-1,20,83,99,910,4.76,36,20.27,1,2,1
0,0.45,0,26,96,102,751,8.61,57,13.66,2,3,1
0,0.46,0,35,82,99,786,5.84,34,19.97,1,2,1
12,0.46,4,19,97,120,1649,16.03,36,22.20,1,1,1
0,0.48,0,63,96,104,760,8.77,53,9.85,2,1,1
13,0.48,2,28,103,104,761,5.99,45,16.70,2,2,1
2,0.48,2,34,69,102,706,5.08,37,24.81,3,3,1
0,0.48,0,30,100,100,794,4.70,37,16.44,1,1,1
7,0.49,-1,43,65,102,809,6.08,35,20.27,3,3,1
13,0.49,6,60,80,108,1274,16.33,41,24.03,2,3,1
0,0.51,0,26,97,102,803,7.12,30,21.94,1,1,1
0,0.51,0,26,97,100,802,4.78,37,17.80,1,3,1
0,0.51,0,27,97,100,806,5.26,34,23.97,1,1,1
0,0.52,0,36,71,99,799,4.87,35,24.70,1,1,1
0,0.52,0,30,100,100,807,4.65,38,15.21,1,1,1
16,0.52,5,0,96,109,909,8.63,54,10.11,2,1,1
7,0.54,0,27,97,100,1017,5.53,35,24.40,1,1,1
6,0.54,0,29,83,99,864,5.26,35,20.33,1,2,1
0,0.55,0,30,97,100,798,4.75,43,21.71,1,1,1
0,0.57,0,34,64,102,788,9.88,34,20.48,3,3,1
12,0.57,4,45,69,102,1661,15.91,37,24.71,3,3,1
16,0.57,4,44,71,110,1182,13.91,39,24.98,1,1,1
17,0.58,4,58,97,118,1414,15.53,42,18.35,1,3,1
0,0.59,0,41,82,99,798,4.75,35,19.97,1,2,1
0,0.59,0,27,98,100,798,4.66,38,19.07,1,3,1
0,0.60,0,25,103,103,751,8.80,45,16.35,2,3,1
0,0.60,0,33,79,102,770,7.88,39,23.33,2,3,1
7,0.61,0,44,65,102,809,6.05,35,20.25,3,3,1
14,0.61,3,24,96,103,950,7.61,56,13.76,2,3,1
5,0.62,-1,29,83,99,851,5.11,35,20.37,1,2,1
7,0.66,0,13,97,100,850,6.01,35,24.49,1,1,1
14,0.66,3,37,100,104,1181,8.81,39,15.22,1,1,1
0,0.66,0,60,69,102,785,7.63,37,24.72,3,3,1
16,0.66,1,75,97,115,1515,12.89,46,22.04,1,1,1
14,0.66,6,24,98,123,1654,20.79,43,19.09,1,1,1
0,0.66,0,63,83,99,1066,5.99,37,20.45,1,2,1
0,0.66,0,40,83,99,806,4.94,36,20.37,1,2,1
0,0.66,0,40,83,99,784,4.82,35,20.37,1,2,1
0,0.66,0,35,83,99,836,5.16,36,20.37,1,2,1
0,0.66,0,33,83,99,798,4.42,35,20.37,1,2,1
0,0.66,0,33,83,99,779,5.23,35,20.37,1,2,1
0,0.66,0,33,83,99,807,4.85,35,20.37,1,2,1
0,0.66,0,32,84,100,986,7.34,37,20.50,1,2,1
0,0.66,0,32,83,99,993,6.51,36,20.37,1,2,1
0,0.66,0,32,83,99,802,4.71,35,20.37,1,2,1
0,0.66,0,31,83,99,808,4.66,35,20.37,1,2,1
0,0.66,0,31,83,99,798,4.92,35,20.37,1,2,1
0,0.66,0,31,83,99,805,5.05,35,20.37,1,2,1
0,0.66,0,31,83,99,797,4.70,35,20.37,1,2,1
0,0.66,-2,32,83,99,800,4.73,35,20.37,1,2,1
2,0.66,-2,29,83,99,847,4.59,35,20.37,1,2,1
13,0.67,1,25,97,109,990,5.74,35,22.14,1,1,1
0,0.68,0,27,97,100,793,4.70,37,17.80,1,3,1
13,0.69,0,94,103,103,831,10.22,45,16.78,2,2,1
0,0.69,0,38,82,99,810,4.73,35,19.97,1,2,1
0,0.69,0,38,82,99,796,5.28,35,19.97,1,2,1
0,0.69,0,35,82,99,788,4.68,35,19.97,1,2,1
0,0.69,0,35,81,99,803,4.70,35,19.97,1,2,1
0,0.69,0,34,82,99,806,4.56,34,19.97,1,2,1
0,0.69,0,34,81,99,806,4.76,34,19.97,1,2,1
0,0.69,0,34,81,99,798,4.51,34,19.97,1,2,1
0,0.69,0,33,81,99,806,4.65,34,19.97,1,2,1
0,0.69,0,33,81,99,798,4.80,34,19.97,1,2,1
0,0.69,0,33,81,99,799,5.12,34,19.97,1,2,1
0,0.69,0,32,81,99,795,5.07,35,19.97,1,2,1
0,0.69,0,31,81,99,812,4.80,35,19.97,1,2,1
0,0.69,0,31,81,99,812,5.00,35,19.97,1,2,1
0,0.69,0,29,97,100,809,5.00,34,23.84,1,1,1
0,0.72,0,27,96,102,752,8.55,57,13.66,2,3,1
2,0.72,2,90,67,102,734,6.41,36,21.94,3,3,1
0,0.72,0,35,64,102,783,9.88,34,20.48,3,3,1
0,0.72,0,30,81,99,841,4.59,34,19.97,1,2,1
18,0.73,1,48,100,112,1365,14.61,40,16.59,1,1,1
0,0.73,0,35,71,99,803,5.07,35,24.70,1,1,1
0,0.73,0,75,67,102,707,5.61,36,21.85,3,3,1
4,0.73,2,42,67,102,1175,16.58,36,22.01,3,3,1
7,0.73,0,36,65,102,800,5.66,35,20.23,3,3,1
6,0.75,-1,29,97,100,847,4.66,35,24.59,1,1,1
0,0.77,0,26,97,102,805,5.93,31,21.94,1,1,1
0,0.78,0,62,67,102,707,5.44,36,21.85,3,3,1
5,0.78,2,21,67,103,1513,15.27,36,22.03,3,3,1
17,0.78,5,60,80,106,1486,15.72,41,24.05,2,3,1
16,0.79,0,91,96,107,1131,14.97,54,10.27,2,1,1
14,0.79,2,36,69,102,1814,17.49,37,24.72,3,3,1
0,0.80,0,33,81,99,823,4.65,34,19.97,1,2,1
9,0.81,9,32,84,100,1176,7.36,37,20.54,1,2,1
0,0.81,0,25,103,103,753,8.74,45,16.35,2,3,1
0,0.81,0,26,98,100,806,4.88,39,19.07,1,3,1
0,0.82,0,36,67,102,798,5.49,36,21.85,3,3,1
7,0.83,7,66,98,102,1240,15.64,37,23.05,1,3,1
5,0.84,0,30,97,99,963,4.97,35,24.69,1,1,1
14,0.84,7,44,98,118,2085,26.93,40,23.21,1,3,1
17,0.85,1,62,71,112,1436,16.33,39,24.99,1,1,1
7,0.85,0,36,65,102,846,6.36,35,20.29,3,3,1
0,0.85,0,35,79,102,768,7.88,40,23.33,2,3,1
14,0.85,0,84,97,102,1000,10.08,57,13.77,2,3,1
0,0.87,0,37,67,102,781,5.47,36,21.85,3,3,1
0,0.87,0,66,69,102,732,5.33,37,24.57,3,3,1
0,0.87,0,30,100,100,800,4.90,37,16.44,1,1,1
0,0.88,0,35,64,102,784,9.80,34,20.48,3,3,1
0,0.89,0,27,97,100,798,4.87,37,17.80,1,3,1
14,0.90,1,53,97,106,1074,11.52,32,22.16,1,1,1
8,0.90,3,71,77,104,904,7.02,38,23.54,2,3,1
0,0.90,0,35,98,100,1125,8.48,34,22.91,1,3,1
6,0.91,-2,32,84,100,1210,8.54,37,20.56,1,2,1
14,0.91,1,86,103,106,1116,11.63,46,16.83,2,2,1
20,0.92,4,0,97,109,1391,12.79,41,18.46,1,3,1
0,0.93,0,38,67,102,785,5.41,36,21.85,3,3,1
0,0.93,0,29,100,100,799,4.80,37,15.21,1,1,1
17,0.94,3,33,99,103,1357,9.80,39,15.20,1,1,1
13,0.94,7,31,67,103,764,5.94,36,21.96,3,3,1
16,0.95,2,11,98,116,1233,13.40,38,23.27,1,3,1
0,0.95,0,33,81,99,792,4.65,34,19.97,1,2,1
6,0.96,-1,31,65,102,858,5.88,35,20.33,3,3,1
0,0.96,0,36,71,99,801,5.07,35,24.70,1,1,1
0,0.97,0,31,97,100,786,4.47,34,23.84,1,1,1
8,0.97,2,35,97,103,1410,10.41,37,24.84,1,1,1
19,0.98,3,63,97,135,1911,29.36,47,22.17,1,1,1
0,0.99,0,26,96,103,755,8.83,53,9.85,2,1,1
0,0.99,0,31,97,100,805,4.75,43,21.71,1,1,1
14,1.00,6,71,77,102,911,8.94,38,23.50,2,3,1
0,1.02,0,25,103,103,751,8.66,45,16.35,2,3,1
4,1.02,-3,35,65,102,783,5.22,35,20.38,3,3,1
0,1.03,0,38,67,102,784,5.41,36,21.85,3,3,1
14,1.03,1,26,70,103,756,5.58,37,24.58,3,3,1
23,1.05,9,15,98,120,1832,14.34,44,19.08,1,1,1
5,1.05,4,0,77,104,1723,18.33,38,23.59,2,3,1
9,1.06,3,27,84,100,1351,8.98,37,20.58,1,2,1
0,1.06,0,36,64,102,787,9.86,35,20.48,3,3,1
3,1.06,-1,38,65,102,774,5.05,35,20.44,3,3,1
0,1.07,0,27,97,102,797,7.05,30,21.94,1,1,1
0,1.07,0,25,98,100,795,4.94,38,19.07,1,3,1
0,1.08,0,27,96,101,751,8.58,57,13.66,2,3,1
21,1.08,4,40,100,112,1586,13.02,40,16.61,1,1,1
0,1.08,0,27,97,100,800,4.90,37,17.80,1,3,1
0,1.09,0,29,98,100,997,6.47,33,22.91,1,3,1
